# ps5-native-app-boilerplate - Observed libc API-surface manifest.
# Copyright (C) 2026 BlackBearReloaded
# SPDX-License-Identifier: GPL-3.0-or-later
#
# Interface metadata only: NID | ELF binding | ELF type | advertised size.
# No proprietary instructions, object contents, or implementation data.
hSUcSStZEHM|2|2|0x110
nF8-CM+tro4|2|2|0xF5
piJabTDQRVs|2|2|0x13C
8oO55jndPRg|2|2|0xD5
w2GyuoXCnkw|2|2|0x13C
ikjnoeemspQ|2|2|0xBF
KDgQWX1eDeo|2|2|0x12E
Suc8W0QPxjw|1|2|0x1
1vo6qqqa9F4|1|2|0x1
z83caOn94fM|2|1|0x1
vHy+a4gLBfs|2|1|0x1
jCX3CPIVB8I|2|1|0x1
88EyUEoBX-E|2|1|0x1
kTlQY47fo88|1|2|0x30
apPZ6HKZWaQ|1|2|0x8
DuW5ZqZv-70|1|2|0x52
tyHd3P7oDrU|1|2|0x1
lX9M5u0e48k|1|2|0xB
t6egllDqQ2M|1|2|0x1
iWNC2tkDgxw|1|2|0x1
za50kXyi3SA|1|2|0x2B
+qKS53qzWdA|1|2|0x19
8R00hgzXQDY|1|2|0x19
Bin7e2UR+a0|1|2|0xE
+Nc8JGdVLQs|1|2|0xB
BgZcGDh7o9g|1|2|0x1
MOBxtefPZUg|1|2|0x1
Z7NWh8jD+Nw|1|1|0x18
FtPFMdiURuM|1|1|0x10
n2kx+OmFUis|1|1|0x10
G8z7rz17xYM|1|1|0x12
S8kp05fMCqU|1|1|0x15
H61hE9pLBmU|1|1|0xD
Gvp-ypl9t5E|1|1|0x30
j6qwOi2Nb7k|1|1|0x20
dCzeFfg9WWI|1|1|0x30
XVu4--EWzcM|2|2|0x8
+CnX+ZDO8qg|2|1|0x1
GHsPYRKjheE|2|1|0x1
X1C-YhubpGY|2|1|0x1
fjnxuk9ucsE|2|1|0x1
jxlpClEsfJQ|2|1|0x1
-cgB1bQG6jo|2|1|0x1
Vj+KUu5khTE|2|1|0x1
9f-LMAJYGCY|2|1|0x1
RlB3+37KJaE|2|1|0x1
b8ySy0pHgSQ|2|1|0x1
or0CNRlAEeE|2|1|0x1
BO1r8DPhmyg|2|1|0x1
eeeT3NKKQZ0|2|1|0x1
s0V1HJcZWEs|2|1|0x1
94OiPulKcao|2|1|0x1
XOEdRCackI4|2|1|0x1
pP76ElRLm78|2|1|0x1
WVB9rXLAUFs|2|1|0x1
BE7U+QsixQA|2|1|0x1
dFhgrqyzqhI|2|1|0x1
q9rMtHuXvZ8|1|2|0x1D
YEDrb1pSx2Y|1|2|0xB
NqMgmxSA1rc|1|2|0xB
c33GAGjd7Is|1|1|0x18
ql6hz7ZOZTs|1|1|0x16
wuOrunkpIrU|1|1|0x30
5sfbtNAdt-M|2|2|0xE
-syPONaWjqw|1|2|0x4F
rNYLEsL7M0k|1|2|0x1D
fuyXHeERajE|1|2|0xB
XFh0C66aEms|1|2|0xB
DCY9coLQcVI|1|1|0x18
YeBP0Rja7vc|1|1|0x11
6-LMlTS1nno|1|1|0x30
F27xQUBtNdU|1|2|0x4F
x7vtyar1sEY|1|2|0x1D
N2f485TmJms|1|2|0xB
fjG5plxblj8|1|2|0xB
sBCTjFk7Gi4|1|1|0x18
C-3N+mEQli4|1|1|0x16
yLE5H3058Ao|1|1|0x30
Ntg7gSs99PY|2|1|0x1
90T0XESrYzU|2|1|0x1
WFTOZxDfpbQ|2|1|0x1
ongs2C6YZgA|2|1|0x4
VET8UnnaQKo|2|1|0x1
rZ5sEWyLqa4|2|1|0x1
y8PXwxTZ9Hc|2|1|0x4
G4Pw4hv6NKc|2|1|0x1
Zwn1Rlbirio|2|1|0x1
M+F+0jd4+Y0|2|1|0x4
f06wGEmo5Pk|2|1|0x1
xd7O9oMO+nI|2|1|0x1
8hyOiMUD36c|2|1|0x1
F+ehGYUe36Y|2|1|0x1
0JlZYApT0UM|2|1|0x1
ec8jeC2LMOc|2|1|0x1
7tACjdACOBM|2|1|0x4
7gc-QliZnMc|2|1|0x1
4PL4SkJXTos|2|1|0x1
tsiBm2NZQfo|2|1|0x1
c27lOSHxPA4|2|1|0x1
LV2FB+f1MJE|2|1|0x1
Zhtj6WalERg|2|1|0x4
r1k-y+1yDcQ|2|1|0x4
TEMThaOLu+c|2|1|0x1
EL+4ceAj+UU|2|1|0x4
vEdl5Er9THU|2|1|0x4
ZaOkYNQyQ6g|2|1|0x1
KQTHP-ij0yo|2|1|0x4
btueF8F0fQE|2|1|0x4
iBrS+wbpuT0|2|1|0x1
x1vTXM-GLCE|2|1|0x4
lnOqjnXNTwQ|2|1|0x4
qOkciFIHghY|2|1|0x1
0mi6NtGz04Y|2|1|0x1
nlxVZWbqzsU|2|1|0x4
VVK0w0uxDLE|2|1|0x4
M+AMxjxwWlA|2|1|0x1
hqVKCQr0vU8|2|1|0x4
fjI2ddUGZZs|2|1|0x4
AwdlDnuQ6c0|2|1|0x4
VmOyIzWFNKs|2|1|0x4
odyn6PGg5LY|2|1|0x4
xQtNieUQLVg|2|1|0x4
EXW20cJ3oNA|2|1|0x4
u16WKNmQUNg|2|1|0x4
bzmM0dI80jM|2|1|0x4
ERYMucecNws|2|1|0x4
tUo2aRfWs5I|2|1|0x4
3+5qZWL6APo|2|1|0x4
NLHWcHpvMss|2|1|0x4
JYZigPvvB6c|2|1|0x4
MFqdrWyu9Ls|2|1|0x4
L29QQz-6+X8|2|1|0x4
SPlcBQ4pIZ0|2|1|0x4
R8xUpEJwAA8|2|1|0x4
n+NFkoa0VD0|2|1|0x4
W6qgdoww-3k|2|1|0x4
J7d2Fq6Mb0k|2|1|0x4
T1YYqsPgrn0|2|1|0x4
uTiJLq4hayE|2|1|0x4
o0WexTj82pU|2|1|0x1
ZvahxWPLKm0|2|1|0x4
aQjlTguvFMw|2|1|0x4
GST3YemNZD8|2|1|0x1
-jpk31lZR6E|2|1|0x4
csNIBfF6cyI|2|1|0x4
P9XP5U7AfXs|2|1|0x1
31lJOpD3GGk|2|1|0x4
4MdGVqrsl7s|2|1|0x4
4llda2Y+Q+4|2|1|0x1
7AaHj1O8-gI|2|1|0x4
h9RyP3R30HI|2|1|0x4
FXrK1DiAosQ|2|1|0x1
QO6Q+6WPgy0|2|1|0x4
kW5K7R4rXy8|2|1|0x4
L0nMzhz-axs|2|1|0x1
4r9P8foa6QQ|2|1|0x4
OQorbmM+NbA|2|1|0x4
vyqQpWI+O48|2|1|0x1
Tlfgn9TIWkA|2|1|0x4
mdcx6KcRIkE|2|1|0x4
YVacrIa4L0c|2|1|0x1
LN2bC6QtGQE|2|1|0x4
OwcpepSk5lg|2|1|0x4
mmrSzkWDrgA|2|1|0x1
v7XHt2HwUVI|2|1|0x4
Eubj+4g8dWA|2|1|0x4
F2uQDOc7fMo|2|1|0x1
q-WOrJNOlhI|2|1|0x4
XbD-A2MEsS4|2|1|0x1
mxv24Oqmp0E|2|1|0x1
9AcX4Qk47+o|2|1|0x4
MIKN--3fORE|2|1|0x1
nxdioQgDF2E|2|1|0x1
N03wZLr2RrE|2|1|0x1
rhJg5tjs83Q|2|1|0x1
EzuahjKzeGQ|2|1|0x1
uMMG8cuJNr8|2|1|0x1
1KngsM7trps|2|1|0x4
mMPu4-jx9oI|2|1|0x1
J5QA0ZeLmhs|2|1|0x1
JwPU+6+T20M|2|1|0x1
HU3yzCPz3GQ|2|1|0x1
S7kkgAPGxLQ|2|1|0x1
cDHRgSXYdqA|2|1|0x4
v9HHsaa42qE|2|1|0x1
EgSIYe3IYso|2|1|0x1
XXiGcYa5wtg|2|1|0x4
98w+P+GuFMU|2|1|0x1
qeA5qUg9xBk|2|1|0x4
E4gWXl6V2J0|2|1|0x4
KqdclsYd24w|2|1|0x4
gF5aGNmzWSg|2|1|0x1
RCWKbkEaDAU|2|1|0x1
Dl4hxL59YF4|2|1|0x4
zBHGQsN5Yfw|2|1|0x4
96Bg8h09w+o|2|1|0x1
U0FdtOUjUPg|2|1|0x1
fSdpGoYfYs8|2|1|0x1
Xb9FhMysEHo|2|1|0x4
suaBxzlL0p0|2|1|0x1
ejBz8a8TCWU|2|1|0x4
M-KRaPj9tQQ|2|1|0x4
bUQLE6uEu10|2|1|0x1
0ZdjsAWtbG8|2|1|0x1
qO4MLGs1o58|2|1|0x1
5DzttCF356U|2|1|0x1
Bc4ozvHb4Kg|1|1|0x8
yzcKSTTCz1M|1|1|0x8
tfmEv+TVGFU|1|1|0x8
ksNM8H72JHg|1|1|0x8
agAYSUes238|1|1|0x8
gC0DGo+7PVc|1|1|0x8
jaLGUrwYX84|1|1|0x8
8o+oBXdeQPk|1|1|0x8
5FD0gWEuuTs|1|1|0x8
ZkP0sDpHLLg|1|1|0x8
wozVkExRax4|1|1|0x8
4ZnE1sEyX3g|1|1|0x8
oqYAk3zpC64|1|1|0x8
iHZb2839dBc|1|1|0x8
8ArIPXBlkgM|1|1|0x8
z-L6coXk6yo|1|1|0x8
TuIEPzIwWcI|1|1|0x8
Awj5m1LfcXQ|1|1|0x8
K+-VjJdCYVc|1|1|0x8
HQAa3rCj8ho|1|1|0x8
koazg-62JMk|1|1|0x8
HDnBZ+mkyjg|1|1|0x8
MwAySqTo+-M|2|2|0x6
FOsY+JAyXow|2|2|0x6
u6UfGT9+HEA|2|2|0x8E
jZmLD-ASDto|2|2|0x98
iCWgjeqMHvg|2|2|0x6
7tIwDZyyKHo|2|2|0x3
TNexGlwiVEQ|2|2|0x1E
14xKj+SV72o|2|2|0x1E
P+q1OLiErP0|2|2|0x11
Uc+-Sx0UZ3U|2|2|0x11
ikBt0lqkxPc|2|2|0xC
N7z+Dnk1cS0|2|2|0x52
Xk7IZcfHDD8|2|2|0xD
1eEXfeW6wrI|2|2|0x2D
gYlF567r3-A|2|2|0x116
6vYXzFD-mrk|2|2|0xC
Q-8lQCGMj4g|2|2|0xC
GSAXi4F1SlM|2|2|0x3B
XaSxLBnqcWE|2|2|0x19
roztnFEs5Es|2|2|0x2D
Zxe-nQMgxHM|2|2|0x130
entYnoIu+fc|2|2|0xC
n-3HFZvDwBw|2|2|0xC
cWaCDW+Dc9U|2|2|0x3B
81uX7PzrtG8|2|2|0x19
my9ujasm6-0|2|2|0x1E
OWO5cpNw3NA|2|2|0x1E
mAwXCpkWaYc|2|2|0x1E
wUCRGap1j0U|2|2|0x1E
6RGkooTERsE|2|2|0x1E
N1VqUWz2OEI|2|2|0x1E
I2UzwkwwEPs|2|2|0x1E
2bfL3yIBi5k|2|2|0x1E
gozsp4urvq8|2|2|0x1E
4hiQK82QuLc|2|2|0x1E
eZfFLyWCkvg|2|2|0x1E
VKdXFE7ualw|2|2|0x19F
SmtBNDda5qU|2|2|0x41D
bNQpG-eKogg|2|2|0x17F
uukWbYS6Bn4|2|2|0x178
IntAnFb+tw0|2|2|0x17F
ywJpNe675zo|2|2|0x1D1
ALEXgLx9fqU|2|2|0x19E
Pq4PkG0x1fk|2|2|0x1B5
dRu2RLn4SKM|2|2|0x1D1
F+AmVDFUyqM|2|2|0x19E
TtYifKtVkYA|2|2|0x1B5
4+y8-2NsDw0|2|2|0x15CF
G9LB1YD5-xc|2|2|0xA74
J-0I2PtiZc4|2|2|0x1790
zomvAQ5RFdA|2|2|0x1E
vW-nnV62ea4|2|2|0x1E
+hjXHfvy1Mg|2|2|0x1E
xLZr4GJRMLo|2|2|0x1E
2mb8FYgER+E|2|2|0x1E
Y3hBU5FYmhM|2|2|0x1E
-m2YPwVCwJQ|2|2|0x1E
94ZLp2+AOq0|2|2|0x1E
bZ+lKHGvOr8|2|2|0x1E
cG5hQhjFGog|2|2|0x1E
banNSumaAZ0|2|2|0x1E
BNZq-mRvDS8|2|2|0x1A9
wEU8oFtBXT8|2|2|0x47A
t39dKpPEuVA|2|2|0x189
MCtJ9D7B5Cs|2|2|0x182
Gy2iRxp3LGk|2|2|0x189
2bUUbbcqHUo|2|2|0x1DB
QossXdwWltI|2|2|0x1A8
ig6SRr1GCU4|2|2|0x1BF
kU7PvJJKUng|2|2|0x1DB
Ou7GV51-ng4|2|2|0x1A8
rYLrGFoqfi4|2|2|0x1BF
W5VYncHdreo|2|2|0x1746
GGqIV4cjzzI|2|2|0xAEA
bZ0oEGQUKO8|2|2|0x191A
8NVUcufbklM|2|2|0xC
nftirmo6hBg|2|2|0xC
w9NzCYAjEpQ|2|2|0xC
VPcTGA-LwSo|2|2|0x1A
ffnhh0HcxJ4|2|2|0xC
uODuM76vS4U|2|2|0xC
NJtKruu9qOs|2|2|0xC
dep6W2Ix35s|2|2|0xC
k8zgjeBmpVY|2|2|0x99
tCihLs4UJxQ|2|2|0x98
w11G58-u4p8|2|2|0xCC
ll99KkqO6ig|2|2|0x2E
mNk6FfI8T7I|2|2|0x8BF
xlgA01CQtBo|2|2|0x72
jykT-VWQVBY|2|2|0x793
0xgFRKf0Lc4|2|2|0x8C
ke36E2bqNmI|2|2|0x34F
F+cp2B3cWNU|2|2|0x29F
rLiFc4+HyHw|2|2|0x2B5
I3+xmBWGPGo|2|2|0x100
nlAk46weq1w|2|2|0x100
H2KGT3vA7yQ|2|2|0x102
Vbeoft607aI|2|2|0x102
xfOSCbCiY44|2|2|0xC
mY9FWooxqJY|2|2|0xC
V7aIsVIsIIA|2|2|0xC
vCIFGeI6adI|2|2|0x1A
USLhWp7sZoU|2|2|0xC
qtpzdwMMCPc|2|2|0xC
ryykbHJ04Cw|2|2|0xC
lmb3oBpMNPU|2|2|0xC
kRGVhisjgMg|2|2|0x99
-b+Avqa2v9k|2|2|0x98
T07KcAOlIeU|2|2|0xCC
IdV-tXejEGQ|2|2|0x2E
B6JXVOMDdlw|2|2|0x883
WheFSRlZ9JA|2|2|0x72
4pQ3B1BTMgo|2|2|0x74D
BDteGj1gqBY|2|2|0x8C
1C2-2WB9NN4|2|2|0x37D
sX3o6Zmihw0|2|2|0x29F
6OYWLisfrB8|2|2|0x2B5
VpwhOe58wsM|2|2|0x100
jHo78LGEtmU|2|2|0x100
9SSHrlIamto|2|2|0x102
uX0nKsUo8gc|2|2|0x102
XxsPrrWJ52I|2|2|0x19
U2t+WvMQj8A|2|2|0xC
EeBQ7253LkE|2|2|0xC
vbgCuYKySLI|2|2|0x35
HeBwePMtuFs|2|2|0x6
rRmMX83UL1E|2|2|0x1
Ea+awuQ5Bm8|2|2|0x19
TPq0HfoACeI|2|2|0xC
GGoH7e6SZSY|2|2|0xC
UM6rGQxnEMg|2|2|0x37
zSehLdHI0FA|2|2|0x6
AjkxQBlsOOY|2|2|0x1
cnNz2ftNwEU|2|2|0x47
nRf0VQ++OEw|2|2|0x47
ozLi0i4r6ds|2|2|0x47
klWxQ2nKAHY|2|2|0xC
QGSIlqfIU2c|2|2|0xC
JXzQGOtumdM|2|2|0x4
zv1EMhI7R1c|2|2|0x4
JWplGh2O0Rs|2|2|0x19
fXUuZEw7C24|2|2|0x19
3+VwUA8-QPI|2|2|0x19
2BmJdX269kI|2|2|0x47
nvSsAW7tcX8|2|2|0x4A
-amctzWbEtw|2|2|0x4A
leSFwTZZuE4|2|2|0xC
2Olt9gqOauQ|2|2|0xC
mzRlAVX65hQ|2|2|0x5
Utj8Sh5L0jE|2|2|0x5
VsJCpXqMPJU|2|2|0x19
3M20pLo9Gdk|2|2|0x19
LDbKkgI-TZg|2|2|0x19
ShlQcYrzRF8|2|2|0xC
T85u2sPrKOo|2|2|0xE54
73GV+sRHbeY|2|2|0x2BE
dSfKN47p6ac|2|2|0x11C
KwJ5V3D0v3A|2|2|0x1E
8PIh8BFpNYQ|2|2|0x4
vvA7HtdtWnY|2|2|0x1E
xzYpD5d24aA|2|2|0x6F
ZuCHPDq-dPw|2|2|0x6F
S5WbPO54nD0|2|2|0x819
+RuThw5axA4|2|2|0x31
Vw03kdKZUN0|2|2|0x66F
E7UermPZVcw|2|2|0x459
8raXTYQ11cg|2|2|0x53D
OY5mqEBxP+8|2|2|0x1E
rrqNi95bhMs|2|2|0x1E
5L5Aft+9nZU|2|2|0x1E
nc6OsiDx630|2|2|0xC
SYCwZXKZQ08|2|2|0xF02
2pJJ0dl-aPQ|2|2|0x2D6
cRSJysDpVl4|2|2|0x11C
A0PftWMfrhk|2|2|0x1E
dP14OHWe4nI|2|2|0x4
xy0MR+OOZI8|2|2|0x1E
hGlkh5YpcKw|2|2|0x6F
R1ITHuTUMEI|2|2|0x6F
B8c4P1vCixQ|2|2|0x903
64pqofAwJEg|2|2|0x31
0MzJAexrlr4|2|2|0x68F
r8003V6UwZg|2|2|0x495
lhJWkEh-HXM|2|2|0x577
kwp-0uidHpw|2|2|0x1E
9TfGnN6xq-U|2|2|0x1E
Krt-A7EnHHs|2|2|0x1E
j9LU8GsuEGw|2|2|0x2ED
qkuA-unH7PU|2|2|0x1D
+i81FtUCarA|2|2|0x1B4
Sc0lXhQG5Ko|2|2|0x30E
Nt6eyVKm+Z4|2|2|0x1D
Fr7j8dMsy4s|2|2|0x1C4
2fxdcyt5tGs|2|2|0x27
G84okRnyJJg|2|2|0x27
D2njLPpEt1E|2|2|0x224
IRVqdGwSNXE|2|2|0x1B7
CLT04GjI7UE|2|2|0x1DAE
wWIsjOqfcSc|2|2|0x27
cx-1THpef1A|2|2|0x27
DhXTD5eM7LQ|2|2|0x23F
zzubCm+nDzc|2|2|0x1CA
RalOJcOXJJo|2|2|0x1FFB
DR029KeWsHw|2|2|0x1C
65cvm2NDLmU|2|2|0x1A
OR-4zyIi2aE|2|2|0x382
iXVrhA51z0M|2|2|0x3BE
d57FDzON1h0|2|2|0xEEA
JruBeQgsAaU|2|2|0x1C
fsF-tGtGsD4|2|2|0x1A
GDiCYtaiUyM|2|2|0x397
wVY5DpvU6PU|2|2|0x368
r-JSsJQFUsY|2|2|0xF14
eF26YAKQWKA|2|1|0x8
UbuTnKIXyCk|2|1|0x1
mU88GYCirhI|2|2|0xF0
5afBJmEfUQI|2|2|0x24
wrR3T5i7gpY|2|2|0x32
tYBLm0BoQdQ|2|2|0x21
aNfpdhcsMWI|2|2|0x24
uQFv8aNF8Jc|2|2|0x32
5DFeXjP+Plg|2|2|0x21
sS5fF+fht2c|2|2|0x15
3cW6MrkCKt0|2|2|0xB
mbGmSOLXgN0|2|2|0xB
PgiTG7nVxXE|2|1|0x8
XhdnPX5bosc|2|1|0x1
BuxsERsopss|2|2|0xF0
9S960jA8tB0|2|2|0x27
TRn3cMU4mjY|2|2|0x32
nbTAoMwiO38|2|2|0x24
RxJnJ-HoySc|2|2|0x27
7e3DrnZea-Q|2|2|0x32
kPELiw9L-gw|2|2|0x24
tcdvTUlPnL0|2|2|0x15
wT+HL7oqjYc|2|2|0xB
F7CUCpiasec|2|2|0xB
mhoxSElvH0E|2|1|0x8
D0gqPsqeZac|2|1|0x1
0OjBJZd9VeM|2|2|0xF0
jna5sqISK4s|2|2|0x24
dHs7ndrQBiI|2|2|0x32
McUBYCqjLMg|2|2|0x21
5bQqdR3hTZw|2|2|0x24
1kvQkOSaaVo|2|2|0x32
bBGvmspg3Xs|2|2|0x21
95MaQlRbfC8|2|2|0x15
ki5SQPsB4m4|2|2|0xB
6F1JfiING18|2|2|0xB
XUs40umcJLQ|2|1|0x8
8vEBRx0O1fc|2|1|0x1
HmcMLz3cPkM|2|2|0xF0
pyBabUesXN4|2|2|0x27
uROsAczW6OU|2|2|0x32
X69UlAXF-Oc|2|2|0x24
GS1AvxBwVgY|2|2|0x27
H0a2QXvgHOk|2|2|0x32
sTaUDDnGOpE|2|2|0x24
fWuQSVGOivA|2|2|0x15
OM0FnA7Tldk|2|2|0xB
uVOxy7dQTFc|2|2|0xB
0il9qdo6fhs|2|2|0xCD
zWSNYg14Uag|2|2|0xBF
TDhjx3nyaoU|2|2|0xCD
Pr1yLzUe230|2|2|0xBF
eVFYZnYNDo0|2|1|0x8
iZCHNahj++4|2|2|0x1
zyhiiLKndO8|2|2|0xBC
3YCLxZqgIdo|2|2|0xE
XhwSbwsBdx0|2|2|0x6A
4qHwSTPt-t8|2|2|0xE
e5Hwcntvd8c|2|2|0x6A
2TYdayAO39E|2|2|0xB
djNkrJKTb6Q|2|2|0x1
to7GggwECZU|2|2|0x1
7brRfHVVAlI|2|1|0x8
CKlZ-H-D1CE|2|2|0x24
BSVJqITGCyI|2|2|0x19D
splBMMcF3yk|2|2|0xB
raLgIUi3xmk|2|2|0x31
Oo1r8jKGZQ4|2|2|0xB
VClCrMDyydE|2|2|0xC3
L71JAnoQees|2|2|0x31
tkqNipin1EI|2|2|0xC4
Lt4407UMs2o|2|2|0xB
8pXCeme0FC4|2|2|0x1
dP5zwQ2Yc8g|2|2|0x1
irGo1yaJ-vM|2|1|0x8
LxKs-IGDsFU|2|2|0x24
2wz4rthdiy8|2|2|0x19D
fjHAU8OSaW8|2|2|0xB
wggIIjWSt-E|2|2|0x31
d-MOtyu8GAk|2|2|0xB
PSAw7g1DD24|2|2|0xC3
2PoQu-K2qXk|2|2|0x31
HQbgeUdQyyw|2|2|0xC4
ig4VDIRc21Q|2|2|0xB
ZO3a6HfALTQ|2|2|0x1
84wIPnwBGiU|2|2|0x1
-mLzBSk-VGs|2|1|0x8
cXL+LN0lSwc|2|2|0x1
p1WMhxL4Wds|2|2|0xBC
iTODM3uXS2s|2|2|0xE
uXj-oWD2334|2|2|0xB
yAobGI2Whrg|2|2|0xE
RNmYVYlZvv8|2|2|0x93
-1G1iE3KyGI|2|2|0xB
kAay0hfgDJs|2|2|0x1
6S8jzWWGcWo|2|2|0x1
NFAhHKyMnCg|2|1|0x8
4MHgRGOKOXY|2|2|0x1
zTX7LL+w12Q|2|2|0xBC
0UPU3kvxWb0|2|2|0xE
18rLbEV-NQs|2|2|0xB
e3shgCIZxRc|2|2|0xE
-+RKa3As0gE|2|2|0x93
aHDdLa7jA1U|2|2|0xB
Zbaaq-d70ms|2|2|0x1
bwVJf3kat9c|2|2|0x1
E14mW8pVpoE|2|1|0x8
BbJ4naWZeRw|2|2|0x1
hNAh1l09UpA|2|2|0xBC
Hg1im-rUeHc|2|2|0xE
LAEVU8cBSh4|2|2|0xB
Mniutm2JL2M|2|2|0xE
1gYJIrfHxkQ|2|2|0x93
aOK5ucXO-5g|2|2|0xB
WoCt9o2SYHw|2|2|0x1
U4JP-R+-70c|2|2|0x1
kImHEIWZ58Q|2|1|0x8
V2FICbvPa+s|2|2|0x1
6iDi6e2e4x8|2|2|0xBC
Ky+C-qbKcX0|2|2|0xE
xdHqQoggdfo|2|2|0xB
0Pd-K5jGcgM|2|2|0xE
f1ZGLUnQGgo|2|2|0x93
jyXTVnmlJD4|2|2|0xB
WiUy3dEtCOQ|2|2|0x1
6hV3y21d59k|2|2|0x1
lA+PfiZ-S5A|2|1|0x8
eLB2+1+mVvg|2|2|0x1
96Ev+CE1luE|2|2|0xBC
W0w8TGzAu0Q|2|2|0xB
SD403oMc1pQ|2|2|0xE
6gCBQs1mIi4|2|2|0xB
qF3mHeMAHVk|2|2|0x96
969Euioo12Q|2|2|0xE
6DBUo0dty1k|2|2|0x93
jy9urODH0Wo|2|2|0xB
34mi8lteNTs|2|2|0x1
yDdbQr1oLOc|2|2|0x1
n1Y6pGR-8AU|2|1|0x8
Zz-RfDtowlo|2|2|0x1
XghI4vmw8mU|2|2|0xBC
4Srtnk+NpC4|2|2|0xB
RrTMGyPhYU4|2|2|0xE
n4+3hznhkU4|2|2|0xB
DlDsyX+XsoA|2|2|0x96
DDQjbwNC31E|2|2|0xE
x8PFBjJhH7E|2|2|0x93
gMwkpZNI9Us|2|2|0xB
6sAaleB7Zgk|2|2|0x1
I-e7Dxo087A|2|2|0x1
9iXtwvGVFRI|2|1|0x8
1LvbNeZZJ-o|2|2|0x6D
fFnht9SPed8|2|2|0x1
zCB24JBovnQ|2|2|0x10C
WK24j1F3rCU|2|2|0xB
CDm+TUClE7E|2|2|0x7A
TEtyeXjcZ0w|2|2|0xB
yIn4l8OO1zA|2|2|0x109
Cb1hI+w9nyU|2|2|0x7A
1eVdDzPtzD4|2|2|0x108
Lf6h5krl2fA|2|2|0x15
qEob3o53s2M|2|2|0xB
xFva4yxsVW8|2|2|0xB
XZNi3XtbWQ4|2|1|0x8
uiRALKOdAZk|2|2|0x13F
2YCDWkuFEy8|2|2|0x1
SdXFaufpLIs|2|2|0x183
H+T2VJ91dds|2|2|0xB
s1EM2NdPf0Y|2|2|0x1A
XOgjMgZ3fjo|2|2|0xB
m4kEqv7eGVY|2|2|0xCA
MQJQCxbLfM0|2|2|0x1A
ElKI+ReiehU|2|2|0x1B7
VHBnRBxBg5E|2|2|0x15
lzK3uL1rWJY|2|2|0xB
XDm4jTtoEbo|2|2|0xB
a54t8+k7KpY|2|1|0x8
+yrOX7MgVlk|2|2|0x1
eMnBe5mZFLw|2|2|0xDC
9pPbNXw5N9E|2|2|0xB
iO5AOflrTaA|2|2|0x18
13xzrgS8N4o|2|2|0xB
M0n7l76UVyE|2|2|0xBD
l7OtvplI42U|2|2|0x18
dU8Q2yzFNQg|2|2|0xBA
mmq9OwwYx74|2|2|0x15
Cp9ksNOeun8|2|2|0xB
dOKh96qQFd0|2|2|0xB
Q17eavfOw2Y|2|1|0x8
ImblNB7fVVU|2|2|0x1
e5jQyuEE+9U|2|2|0xDC
gOzIhGUAkME|2|2|0xB
y0hzUSFrkng|2|2|0x18
J2xO4cttypo|2|2|0xB
XBmd6G-HoYI|2|2|0xBD
bU3S1OS1sc0|2|2|0x18
p-SW25yE-Q8|2|2|0xBA
8H3yBUytv-0|2|2|0x15
QTgRx1NTp6o|2|2|0xB
Zqc++JB04Qs|2|2|0xB
BamOsNbUcn4|2|1|0x8
QdPT7uDTlo0|2|2|0x9A
ec0YLGHS8cw|2|2|0x157
u5yK3bGG1+w|2|2|0x109
6htjEH2Gi-w|2|2|0xB
IuFImJ5+kTk|2|2|0x109
6NH0xVj6p7M|2|2|0x15E
WQQlL0n2SpU|2|2|0xB
h+c9OSfCAEg|2|2|0x1
vu0B+BGlol4|2|2|0x1
JFiji2DpvXQ|2|1|0x8
ZolDcuDSD0Q|2|2|0x9A
bF2uVCqVhBY|2|2|0x157
oi3kpQPqpMY|2|2|0x109
X3DrtC2AZCI|2|2|0xB
b1LciG4lUUk|2|2|0x109
lOF5jrFNZUA|2|2|0x15E
6yplvTHbxpE|2|2|0xB
CiD6-BPDZrA|2|2|0x1
8PJ9qmklj2c|2|2|0x1
TsGewdW9Rto|2|1|0x8
6zg3ziZ4Qis|2|2|0x1
MSSvHmcbs3g|2|2|0xBC
7NQGsY7VY3c|2|2|0xE
YGPopdkhujM|2|2|0xB
iWtXRduTjHA|2|2|0xE
f+1EaDVL5C4|2|2|0x93
b9QSruV4nnc|2|2|0xB
zkCx9c2QKBc|2|2|0x1
CClObiVHzDY|2|2|0x1
dplyQ6+xatg|2|1|0x8
JOj6qfc4VLs|2|2|0x1
DTH1zTBrOO8|2|2|0xBC
ej+44l1PjjY|2|2|0xE
bY9Y0J3GGbA|2|2|0xB
m2lChTx-9tM|2|2|0xE
x5yAFCJRz8I|2|2|0x93
RB3ratfpZDc|2|2|0xB
a6yvHMSqsV0|2|2|0x1
7ZmeGHyM6ew|2|2|0x1
hf2Ljaf19Fs|2|1|0x8
66AuqgLnsQE|2|2|0x98
1dY2KJfkgMM|2|2|0x98
riBxNiKLvI0|2|2|0x1
w9fCz0pbHdw|2|2|0xBC
mdYczJb+bb0|2|2|0xE
Qi5fpNt5+T0|2|2|0xB
b2na0Dzd5j8|2|2|0xE
XqbpfYmAZB4|2|2|0x93
s2zG12AYKTg|2|2|0xB
AnE9WWbyWkM|2|2|0x1
MuACiCSA8-s|2|2|0x1
pzfFqaTMsFc|2|1|0x8
-hrHhi-UFxs|2|2|0xA8
6QU40olMkOM|2|2|0x98
kJmdxo4uM+8|2|2|0x1
0sHarDG9BY4|2|2|0xBC
